ids,DataVizRoles_collapsed,YearsDataVizExperience,DataVizCentralityFreelance,ToolsChoiceFreelance,DataVizCentralityEmployee,ToolsChoiceEmployee,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_BeeSwarm,ChartsUsed_Histogram,ChartsUsed_3D,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Flow,ChartsUsed_Waffle,ChartsUsed_Line,ChartsUsed_Scatterplot,ChartsUsed_DotPlot,ChartsUsed_Treemap,ChartsUsed_Heatmap,ChartsUsed_Boxplot,ChartsUsed_Hexbin,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,DV_Technologies2,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,DV_Technologies3,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
UU4R,Freelance,5,Data visualization is the primary focus of my freelance work.,Clients choose the tool(s) and it causes no problems.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Yes,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,using ChatGPT to help me with my code,not chosen,Rarely,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,Rarely,not chosen,not chosen,Sometimes,not chosen,not chosen,Often,Often,not chosen,Sometimes,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,Power BI,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
v17n,EmployeeAND,2,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes major problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Customer services,20–99 employees,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,x,x,x,not chosen,not chosen,not chosen,not chosen,Radial bar chart,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Sometimes,Often,Never,Never,Never,Never,Never,Sometimes,Never,not chosen,Often,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Sometimes,Never,not chosen,Never,Never,Rarely,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Never,not chosen,Excel;Illustrator;Datawrapper,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
V37S,Employee,10,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,20–99 employees,not chosen,not chosen,not chosen,x,x,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,timeline; area chart,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Rarely,Never,Often,Never,Sometimes,Never,Never,Never,Sometimes,Never,not chosen,Often,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,not chosen,Illustrator; RAWgraphs,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,4,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
V38p,EmployeeAND,5,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,Fewer than 20 employees,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,Yes,3,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,Often,not chosen,not chosen,Three.js,p5.js;Vue;Three.js,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Professional Sports Organizations,4,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,Web App
V3ro,Hobbyist,Less than 1 year,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,"Tableau, excel, matplotlib",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
V3Ui,EmployeeAND,10,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,x,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,Table,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Camtasia and MS Word for training,"Tableau, Power BI, Excel",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,4,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
v3VX,Hobbyist,1,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,x,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Sometimes,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,Excel and Power BI
V746,Freelance,3,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
V753,Employee,1,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"institutional effectiveness, CQI","5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,x,x,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Sometimes,Rarely,Never,Never,Often,Often,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Rarely,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,excel; ppt; figma,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,13,x,x,not chosen,x,x,x,x,x,not chosen,x,x,x,x,x,x,not chosen,7,x,x,not chosen,x,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
v863,Employee,5,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,Yes,2,x,not chosen,not chosen,not chosen,not chosen,Gathering data,AI helps me write VBA code and RegEx to accurately capture the data I need from other platforms. AI has also helped me categorize large lists.,Never,Never,Never,Never,Never,Often,Rarely,Rarely,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Excel; Tableau; PowerPoint,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,x,not chosen,x,Writers,4,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
v8EJ,Freelance,9,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
V8n7,Freelance,1,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
VCgN,Employee,28,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Public policy advocacy,20–99 employees,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,Tables; margins plots,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Often,Never,Sometimes,Never,Never,Never,Often,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,not chosen,Often,Never,Never,Rarely,Never,Never,not chosen,Often,Never,Never,Never,Never,not chosen,Tableau; Python; Flourish,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,Journalists,7,not chosen,not chosen,not chosen,x,not chosen,x,x,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
vDgv,Academic,5,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Often,Sometimes,Never,Never,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Excel, SPSS",Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
Vg11,Employee,19,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
vgus,Employee,14,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
